Time (s);Horizontal Wave Bending Moment (N.m);Vertical Wave Bending Moment (N.m);Torsional Wave Bending Moment  (N.m)
8;36047.05078125;-2134436;1254.08618164063
8.1;34451.43359375;-1902502.5;980.940551757813
8.2;32601.19921875;-1626260.5;637.626953125
8.3;30511.775390625;-1311140.25;255.188049316406
8.4;28206.662109375;-964139;-146.727783203125
8.5;25710.865234375;-592107.875;-559.500732421875
8.6;23043.076171875;-200552.8125;-981.2958984375
8.7;20230.13671875;207111.84375;-1409.96569824219
8.8;17287.96875;629296.875;-1835.92993164063
8.9;14236.9111328125;1065225;-2236.47631835938
9;11090.0205078125;1513312;-2574.25732421875
9.1;7869.76416015625;1969348.5;-2800.03173828125
9.2;4597.0166015625;2424944.5;-2860.24853515625
9.3;1300.22729492188;2866713.5;-2707.92724609375
9.4;-1980.39672851563;3276468;-2314.27905273438
9.5;-5208.58544921875;3632557;-1679.78735351563
9.6;-8341.001953125;3912267.5;-839.343627929688
9.7;-11316.78125;4094618;136.84619140625
9.8;-14108.044921875;4163776;1149.7392578125
9.9;-16673.72265625;4111083;2084.37890625
10;-18991.837890625;3937764;2826.064453125
10.1;-21045.728515625;3654155.5;3278.8759765625
10.2;-22840.173828125;3279258;3381.4267578125
10.3;-24391.89453125;2838179;3118.0830078125
10.4;-25722.61328125;2358883.5;2522.771484375
10.5;-26853.0234375;1868578.25;1674.7607421875
10.6;-27813.455078125;1390440.5;686.7861328125
10.7;-28618.419921875;941195.25;-312.13720703125
10.8;-29289.048828125;529971.125;-1196.78820800781
10.9;-29822.92578125;158543.8125;-1864.19970703125
11;-30215.15234375;-177059.15625;-2248.482421875
11.1;-30454.353515625;-484096.875;-2328.12890625
11.2;-30530.005859375;-770253;-2126.912109375
11.3;-30432.873046875;-1040961;-1704.47680664063
11.4;-30149.578125;-1297566.75;-1143.78637695313
11.5;-29678.302734375;-1536520.75;-534.37646484375
11.6;-29034.412109375;-1749823.5;43.7886962890625
11.7;-28227.46484375;-1926760;533.330200195313
11.8;-27277.79296875;-2056112;906.276977539063
11.9;-26196.40625;-2128789.5;1164.669921875
12;-25020.0390625;-2140275.5;1333.31213378906
12.1;-23730.57421875;-2091455.5;1451.14575195313
12.2;-22342.115234375;-1989676.5;1555.45544433594
12.3;-20854.13671875;-1847336.25;1672.228515625
12.4;-19258.236328125;-1680055;1806.00390625
12.5;-17545.5703125;-1504079.75;1937.60961914063
12.6;-15710.79296875;-1333554.75;2027.19921875
12.7;-13748.2119140625;-1178310.5;2022.97534179688
12.8;-11656.880859375;-1042413;1873.51049804688
12.9;-9464.41015625;-924138.625;1540.91186523438
13;-7173.75146484375;-816860.25;1012.36376953125
13.1;-4824.4228515625;-711092.375;306.643249511719
13.2;-2435.76123046875;-597151.375;-524.732116699219
13.3;-52.2709350585938;-467633.5625;-1403.69970703125
13.4;2301.2607421875;-319526.125;-2236.36547851563
13.5;4583.826171875;-155517.8125;-2927.94921875
13.6;6789.5498046875;16117.609375;-3397.80078125
13.7;8922.966796875;182613.875;-3591.34130859375
13.8;10977.5576171875;328830.375;-3490.0888671875
13.9;12960.3466796875;439849.375;-3111.81298828125
14;14870.9873046875;503416.375;-2507.04736328125
14.1;16737.42578125;512062.375;-1748.56127929688
14.2;18505.82421875;464573.25;-919.226440429688
14.3;20181.369140625;365197.6875;-97.2402954101563
14.4;21752.220703125;223174.5;654.49853515625
14.5;23187.90625;50849.71875;1295.55932617188
14.6;24477.3515625;-138597.4375;1809.74609375
14.7;25601.041015625;-333107.1875;2200.98413085938
14.8;26544.197265625;-523337.0625;2485.57446289063
14.9;27299.74609375;-703093.25;2682.13525390625
15;27858.283203125;-869036;2802.25927734375
15.1;28221.86328125;-1019479;2844.205078125
15.2;28393.33203125;-1152624.5;2791.22412109375
15.3;28377.49609375;-1264839.25;2615.05224609375
15.4;28164.53515625;-1349370;2284.25439453125
15.5;27765.65625;-1395851.25;1774.38977050781
15.6;27140.310546875;-1391097;1080.32104492188
15.7;26336.05078125;-1319871;224.451904296875
15.8;25301.375;-1169106.75;-740.432861328125
15.9;24044.125;-929284.75;-1732.47412109375
16;22559.60546875;-597622.125;-2650.048828125
16.1;20838.5390625;-179915.4375;-3386.6728515625
16.2;18912.0625;308822.46875;-3847.53515625
16.3;16802.5;845140.5;-3966.015625
16.4;14552.90234375;1399319.5;-3716.92529296875
16.5;12209.849609375;1938652.5;-3123.4248046875
16.6;9831.291015625;2431248;-2255.63671875
16.7;7459.1611328125;2849765;-1221.93493652344
16.8;5140.662109375;3174500.5;-152.723876953125
16.9;2909.45263671875;3395183.5;819.087646484375
17;780.16552734375;3511291;1578.4609375
17.1;-1230.45361328125;3530674.5;2045.5615234375
17.2;-3152.19848632813;3467562.5;2186.6533203125
17.3;-4981.810546875;3338879;2017.751953125
17.4;-6719.81494140625;3161217.5;1599.224609375
17.5;-8383.0703125;2947901.5;1023.3828125
17.6;-9981.56640625;2707241;397.328369140625
17.7;-11513.79296875;2441919;-175.620361328125
17.8;-12969.70703125;2149827;-612.775451660156
17.9;-14330.359375;1825861.25;-863.84521484375
18;-15581.134765625;1464384.5;-916.123168945313
18.1;-16704.453125;1061797.5;-792.218994140625
18.2;-17687.70703125;618599;-541.549926757813
18.3;-18524.5234375;140552.40625;-227.575286865234
18.4;-19210.91796875;-361276.625;86.4040985107422
18.5;-19756.564453125;-871579.375;349.76220703125
18.6;-20175.13671875;-1372739;533.072265625
18.7;-20476.935546875;-1847205;631.233764648438
18.8;-20678.3515625;-2279793;660.550170898438
18.9;-20790.39453125;-2659443.5;651.4521484375
19;-20819.9375;-2980104;638.230590820313
19.1;-20767.06640625;-3240545;648.806884765625
19.2;-20626.822265625;-3443268.5;696.524169921875
19.3;-20392.92578125;-3592736;776.32275390625
19.4;-20060.2109375;-3693373.5;865.819274902344
19.5;-19618.705078125;-3747840.5;931.203674316406
19.6;-19074.08984375;-3755968.5;935.882629394531
19.7;-18416.24609375;-3714463.5;851.872375488281
19.8;-17666.861328125;-3617929;666.935791015625
19.9;-16832.609375;-3460302;390.829467773438
20;-15928.9169921875;-3236992.5;55.2239990234375
20.1;-14972.8349609375;-2946800.5;-291.45654296875
20.2;-13969.7724609375;-2593426.5;-592.84765625
20.3;-12926.91015625;-2186084;-797.626708984375
20.4;-11838.025390625;-1738959;-870.37353515625
20.5;-10697.01171875;-1269687.25;-800.825805664063
20.6;-9492.412109375;-797061.125;-607.866394042969
20.7;-8214.431640625;-338348.4375;-337.450714111328
20.8;-6851.8193359375;93117.71875;-54.6328735351563
20.9;-5407.4453125;489662.25;169.077270507813
21;-3885.83422851563;849909.25;270.34228515625
21.1;-2302.47802734375;1178115.75;208.064819335938
21.2;-678.278564453125;1482420.5;-26.6021728515625
21.3;956.711669921875;1772183.5;-406.221130371094
21.4;2576.3564453125;2055101;-870.109741210938
21.5;4163.60498046875;2334589;-1334.33349609375
21.6;5699.521484375;2607935;-1706.77490234375
21.7;7172.453125;2865829.5;-1904.7177734375
21.8;8585.5546875;3093215.5;-1871.23388671875
21.9;9950.4892578125;3271422.5;-1587.47216796875
22;11276.9921875;3381295;-1078.24487304688
22.1;12555.751953125;3406510.5;-409.60693359375
22.2;13859.2646484375;3336867.5;321.69091796875
22.3;15141.0390625;3170372;1003.40087890625
22.4;16416.6328125;2914257.5;1528.36572265625
22.5;17660.396484375;2584390;1811.99365234375
22.6;18843.044921875;2203242.5;1807.7197265625
22.7;19932.251953125;1796861.25;1515.02587890625
22.8;20886.87109375;1391298.25;979.829467773438
22.9;21677.794921875;1009155.375;286.601196289063
23;22274.13671875;666878;-455.941101074219
23.1;22649.078125;373230.375;-1132.84692382813
23.2;22801.51953125;129083.421875;-1641.65405273438
23.3;22733.794921875;-71412.734375;-1906.8310546875
23.4;22456.70703125;-238678.75;-1891.990234375
23.5;21989.515625;-384981.25;-1601.74951171875
23.6;21344.04296875;-521737;-1078.09594726563
23.7;20563.9921875;-657314.5;-390.556518554688
23.8;19645.478515625;-795858;376.72802734375
23.9;18600.80859375;-937008;1139.45275878906
24;17446.6796875;-1076778.25;1825.3369140625
24.1;16205.388671875;-1209052;2381.99755859375
24.2;14852.28125;-1327369.75;2779.59716796875
24.3;13403.3955078125;-1426673;3009.154296875
24.4;11870.08984375;-1504336.75;3076.2607421875
24.5;10259.3330078125;-1560529.25;2993.2578125
24.6;8574.6513671875;-1597644;2771.87890625
24.7;6867.9580078125;-1619126;2418.87744140625
24.8;5084.03271484375;-1627606.5;1934.01489257813
24.9;3371.31591796875;-1623661;1315.38513183594
25;1518.85974121094;-1605294.5;562.344116210938
25.1;-255.134033203125;-1566899.75;-311.534912109375
25.2;-2025.88696289063;-1500522.75;-1275.4267578125
25.3;-3769.353515625;-1397493.5;-2276.3974609375
25.4;-5533.21875;-1250725.75;-3238.654296875
25.5;-7279.724609375;-1056935;-4070.24951171875
25.6;-9045.5546875;-818645.75;-4674.6591796875
25.7;-10793.341796875;-545232.25;-4965.615234375
25.8;-12509.54296875;-252736.6875;-4881.3056640625
25.9;-14168.89453125;37555.03125;-4398.30517578125
26;-15734.7021484375;301631.875;-3539.4072265625
26.1;-17149.765625;516128.375;-2374.63818359375
26.2;-18424.099609375;661768.75;-1015.21105957031
26.3;-19514.869140625;726062.375;401.0400390625
26.4;-20329.6875;705941.5;1727.81201171875
26.5;-20987.875;607977;2829.763671875
26.6;-21405.91796875;447449.9375;3603.48486328125
26.7;-21597.470703125;246265.25;3989.8486328125
26.8;-21607.83984375;29719.453125;3981.20751953125
26.9;-21462.771484375;-177072.65625;3619.96044921875
27;-21194.8984375;-352550.625;2988.9267578125
27.1;-20841.216796875;-481231.5;2195.68774414063
27.2;-20387.1640625;-555011.375;1354.43115234375
27.3;-19944.2734375;-573301.625;566.541625976563
27.4;-19336.65625;-541308.625;-91.5348663330078
27.5;-18642.48828125;-468235.75;-580.146606445313
27.6;-17852.765625;-364427.0625;-895.37451171875
27.7;-16971.966796875;-238966.3125;-1064.04467773438
27.8;-15982.7275390625;-97869.53125;-1132.06665039063
27.9;-14890.5947265625;56584.21484375;-1150.8212890625
28;-13701.677734375;225449.75;-1163.37915039063
28.1;-12431.0673828125;411657.5;-1194.05859375
28.2;-11093.322265625;617947.375;-1243.30395507813
28.3;-9703.8984375;844610.625;-1288.93786621094
28.4;-8276.865234375;1087675;-1293.07568359375
28.5;-6820.66845703125;1337923.25;-1213.1552734375
28.6;-5332.05126953125;1581031;-1014.29663085938
28.7;-3810.92138671875;1798871;-680.8544921875
28.8;-2259.81225585938;1971819.75;-223.292846679688
28.9;-630.45068359375;2081400.5;320.2685546875
29;1056.89624023438;2113429;888.138427734375
29.1;2803.04931640625;2060195.5;1405.43530273438
29.2;4606.88134765625;1921415.5;1797.3291015625
29.3;6453.11767578125;1704819;2002.8935546875
29.4;8318.115234375;1424701;1987.10205078125
29.5;10166.48046875;1099814.25;1747.88232421875
29.6;11965.953125;750605.25;1317.11181640625
29.7;13679.18359375;396395.625;756.431396484375
