Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
358.5;809994.5625;2244827;-9172658
359;737025;4120713;-10032455
359.5;707047.125;3895528;-4855117.5
360;512819.6875;1570701.25;4161808
360.5;148365.59375;-1638571.75;11192994
361;-150297.375;-3957926.5;10953619
361.5;-200723.125;-4108078;3346430.25
362;-42372.25;-2052125.25;-6423395
362.5;143316.6875;1002196;-11862851
363;156706.375;3295675;-9560096
363.5;-136965.5625;3554767.5;-1138901.125
364;-730698.875;1762162.75;8000432
364.5;-1381781.25;-835579.25;11971213
365;-1631422.75;-2570435;7868551
365.5;-1122818.25;-2500513;-1987703.375
366;5748.5625;-994682.25;-10866912
366.5;1116616;703676.625;-12034633
367;1548317.75;1492446.25;-4042669.75
367.5;1192004;1164418.25;7348101.5
368;595159.1875;329794.1875;13142842
368.5;359368.25;-316389.625;8742860
369;474370.0625;-529485;-1978245
369.5;404650.78125;-398786;-10399954
370;-216276.6875;-15966.90625;-10623176
370.5;-1078902.375;572677.25;-3782803.75
371;-1414752;1082460.5;3959297.5
371.5;-808809.75;880764.75;7483946.5
372;253368.6875;-450115.5;6512329
372.5;843361.5;-2302588.5;3512853.25
373;543402.4375;-3119984.5;-136130.0625
373.5;-229328.765625;-1674674.25;-4311418
374;-764140.125;1581551.25;-7703462
374.5;-742408.625;4487933;-7378760
375;-395187.25;4701266;-1701673.5
375.5;-77135.03125;1658365.75;6455980.5
376;192926.3125;-2732127;10713512
376.5;633147.75;-5461091;6956495
377;1211096.625;-4733755;-2013458.875
377.5;1532479.5;-1198109.75;-8788299
378;1263336.875;2745160.5;-8275586
378.5;505643.6875;4718261;-1957806.25
379;-324212.3125;3852187.5;4295920.5
379.5;-938973;1049018;6045021
380;-1375189.625;-1836065.25;3562533.25
380.5;-1685985.25;-3193620;-108718.328125
381;-1601568.75;-2518605.5;-2824238.25
381.5;-739678.4375;-589288.4375;-4225227
382;746910.4375;1105597.25;-3873010.75
382.5;1905428.375;1391298.25;-526943.125
383;1675626;305817.71875;5405107.5
383.5;16243.5625;-891262.5;9619735
384;-1802314.875;-776796.25;6616088
384.5;-2224015.5;900506.75;-4051680.75
385;-793157.125;2817556.5;-14985698
385.5;1373151.25;3013740;-15769045
386;2494186.25;562128.625;-2534603.5
386.5;1777797.125;-3289085;15977927
387;193288.5;-5758531;24081986
387.5;-656593.875;-4714527;13583634
388;-211828.0625;-413719.125;-8197333.5
388.5;696536.25;4620809;-24760242
389;784901.25;7254114;-23522798
389.5;-467296.5;5736844;-5278568
390;-2190176;859582.25;16152092
390.5;-2797613.75;-4519085;24888974
391;-1535021.5;-7332337;15783928
391.5;765332.875;-6151442;-2863037.75
392;2462473.5;-1851387;-17362312
392.5;2437774.75;3099621;-18705650
393;873121.0625;6126854;-7775633.5
393.5;-952976.75;5903206;6407928
394;-1696850.25;2847042.5;13865754
394.5;-1009801.3125;-1307890.25;10874610
395;310948.75;-4491555;1564587.625
395.5;1150052;-5250762;-6563308
396;1041210.8125;-3347808.5;-8624224
396.5;426018.1875;128575.4375;-5044104
397;53468.40625;3241530;366208.9375
397.5;162521.015625;4229764.5;4211148.5
398;287864.75;2639342;5387345.5
398.5;-154334.90625;-278801.5;4198231
399;-1170916;-2407525;1045486.25
399.5;-2091060.75;-2321200;-3370777
400;-2127814;-379230.375;-7034417.5
400.5;-1070426.5;1564148;-6920011
401;514661.90625;1707594.25;-1543894.5
401.5;1748912.625;-124468.8125;6404580
402;2080426.5;-2305572.5;11125890
402.5;1526034.25;-2853206;8501361
403;513008.6875;-1097490.5;-254202.25
403.5;-394090;1863143.5;-9487683
404;-755640.875;4038494;-13188789
404.5;-453097.75;3926535;-9016447
405;233042.375;1419101.5;478335.59375
405.5;727763;-2209520;10034631
406;564873.375;-5031456;14688803
406.5;-131557.5;-5387814;11504720
407;-713999.5625;-2771976;1110345.875
407.5;-666027.5;1690785;-11329694
408;-134205.875;5618526;-18037988
408.5;144057.75;6600146;-13293203
409;-493419.125;3734755.5;1655732.125
409.5;-1782755.5;-1416859.25;17038350
410;-2462416;-5569983;20491680
410.5;-1458569;-6033857;8110917.5
411;908097.5;-2754404.5;-10675013
411.5;3073993.5;1730484.25;-20541914
412;3535751.75;4280370;-13352914
412.5;2126070.5;3532342;4379245
413;82761.5;707062.5625;17179930
413.5;-1207707.25;-1761818.25;14997868
414;-1335287.875;-2232073.75;1288217.5
414.5;-758446.5;-817534.125;-12064737
415;-37144.875;1046371.25;-15456767
415.5;580516.5;1769724.25;-7966234
416;910460;665904.75;4383125
416.5;579902.125;-1594594;14200414
417;-523062.375;-3273147.5;15852213
417.5;-1781062.25;-2697774.5;7213119.5
418;-2290045;341817.75;-7866189.5
418.5;-1699077.5;4152142;-19981364
419;-538065.5;6052465;-19478988
419.5;276353.375;4187049;-4193310
420;474233.375;-841302.625;15877423
420.5;724312;-6044863;24933578
421;1510566;-8086394;15996650
421.5;2313263.75;-5510563;-3250096
422;2278512.25;413521.84375;-18798530
422.5;1214184.75;6434475;-21383420
423;-203398;9106506;-11473658
423.5;-1077059.5;6690325;3335968.25
424;-1150220.5;313374.6875;14881095
424.5;-852914.125;-6380717;18189128
425;-562721.5;-9350594;11691465
425.5;-314405.25;-6896530;-1698933.5
426;-162233.03125;-739694.5;-14361532
426.5;-349026.25;5328812;-18068730
427;-1011257.5;7965069;-9988552
427.5;-1757345.25;6200775;4230422
428;-1703728.625;1642379.5;13946324
428.5;-325999.5;-3021219;12535413
429;1692244.625;-5720503;3220642.5
429.5;2863482;-5694239;-5076721.5
430;2280519;-3265450.5;-6724148
430.5;494128.71875;521726.75;-3454771.5
431;-976445.75;4175082;-740887.75
431.5;-983055.5;6098259;-1408678.5
432;262354.625;5195926;-2997932.5
432.5;1412169.75;1578520.75;-1133162.125
433;1242610.5;-3161963.5;4720885
433.5;-237832.375;-6568559;9683348
434;-1918117.125;-6661261;8232002
434.5;-2650535;-3136447;-123764.3671875
435;-2100251;2335073;-10037258
435.5;-804444.5;6854437;-14296318
436;384993;7763899;-9220957
436.5;995959.5;4194596;2251070.75
437;1170754.125;-2167250;12563203
437.5;1249491.5;-7736825;15223084
438;1294637;-9040678;8991386
438.5;1106036.25;-4959011;-2146382.25
439;560976.4375;2376756;-11889256
439.5;-154448.75;8737990;-15170493
440;-649060.75;10246426;-10516801
440.5;-669522.75;5739694;-347368.34375
441;-331954.3125;-2293779;10278618
441.5;32562.125;-9080428;15752117
442;185144.25;-10593210;12775108
442.5;69367;-6116913;2704443
443;-260331.0625;1542636.25;-9004412
443.5;-695529.125;7984815;-15934154
444;-1119745.25;9781058;-14162570
444.5;-1389004.25;6274439;-4517900.5
445;-1247168.75;-230664.625;7402194
445.5;-415481.6875;-6000893;14459238
446;1030782.5;-8166436;12919878
446.5;2465461.25;-6182361;4746909.5
447;3074296.5;-1656121.5;-4611576.5
447.5;2435065.75;2944161;-10175073
448;803954.875;5667028;-10030537
448.5;-1040535.125;5816480;-5577633.5
449;-2255173;3856987;160112.8125
449.5;-2407635.5;797997.75;4703730
450;-1645210;-2334494.75;6996941
450.5;-465410.5625;-4671916;6781054
451;600859.875;-5488540;4143293.5
451.5;1148499.75;-4334161;-89139.1015625
452;975303;-1349491.25;-4222649
452.5;164883.46875;2541412.5;-6420806
453;-903037;5790388;-5667763
453.5;-1673590.25;6822429;-2396089.25
454;-1650762;4850302;1611736.25
454.5;-687452;450759.625;4312639
455;833046.375;-4508304;4833991.5
455.5;2160048.25;-7664684;3743561.5
456;2657156.25;-7325833;1896504.25
456.5;2189814.5;-3419577.5;-410700.03125
457;1096042.75;2304973;-2982926.5
457.5;-127777.125;7056050;-5004214.5
458;-1112176.25;8400886;-5180560.5
458.5;-1708127.5;5556199;-2702637.75
459;-1897340.625;-77316.8125;1694787.75
459.5;-1659295.625;-5557796;5608901.5
460;-991275.5625;-8015887;6472753.5
460.5;-66472.5;-6319849;3701558.25
461;749215.25;-1679725.75;-817583.5625
461.5;1110956.5;3216989.5;-4317174
462;913516.75;5875119;-5078220
462.5;325935.3125;5346489;-3205280.5
463;-324683.5;2542553;-196719.296875
463.5;-702707.75;-613459.625;2152044.25
464;-588663.875;-2537489.5;2819326.5
464.5;36225.78125;-2863768;1973867.25
465;951310.125;-2289352.5;588198.3125
465.5;1719924.25;-1638013.75;-307345.25
466;1845146.75;-1083097.25;-248366.046875
466.5;1074474.5;-183680.3125;348613.5
467;-334478.96875;1396994;418781.3125
467.5;-1675150.5;3204312.5;-806067.9375
468;-2233858;4044967;-2760950
468.5;-1798204.375;2849299.5;-3596643.25
469;-809662.5;-296022.34375;-1686591.375
469.5;5266.125;-3856290;2533494.25
470;236962.875;-5681947;6243947.5
470.5;93309.75;-4467744;6209033
471;118030.9375;-727693.25;1616740.875
471.5;612742.9375;3460423;-4753370
472;1325068;5734768;-8354365
472.5;1654195.375;4862579;-6320433.5
473;1178048.75;1434429.5;198477.15625
473.5;62029.3125;-2538745;6690526
474;-1003226.1875;-4828570;8498562
474.5;-1314374.875;-4256616;4249246
475;-696793.0625;-1337306.5;-3067541.75
475.5;360450.9375;2059208.5;-8159588
476;1051595.75;3833251;-7163570.5
476.5;823114.25;2955418;-529490.625
477;-217093.34375;186910.953125;6918417.5
477.5;-1363764.5;-2417558.5;9288003
478;-1846616.25;-2982542;4267241.5
478.5;-1396168.625;-1187452.375;-4671405.5
479;-381253.75;1505284.25;-10607834
479.5;531284.3125;2958678.5;-8439738
480;924745.875;1994376.5;701777.125
480.5;945434.875;-640099.5;9685876
481;1027219.25;-2908358;11227824
481.5;1289173;-3143033.5;4372291.5
482;1356766.5;-1236285.75;-5022983.5
482.5;808375;1489114.25;-9788363
483;-291145.875;3333587.5;-7295006
483.5;-1315976;3312623;-866639.5625
484;-1579587.125;1580740;3995672
484.5;-1004901.625;-910749.25;4888218
485;-239619.625;-2984278;3715351
485.5;33849.75;-3663115;2836138
486;-175502.25;-2527851;1690689.25
486.5;-277784.125;-48831.953125;-1574327
487;108294.9375;2444161.5;-6100883.5
487.5;624246.5625;3473445.5;-7632273.5
488;521360;2445456;-2762273
488.5;-393434.375;200031.375;5991477
489;-1253689.375;-1569828.25;10704178
489.5;-885772.375;-1763066.75;5739146
490;831927.75;-797944.125;-5219002
490.5;2578660.25;-43610.5625;-11658829
491;2726875.5;-329442.625;-6609728
491.5;956442.75;-1044224.5;5536622
492;-1323265;-846513.625;12720786
492.5;-2315905.75;741546.125;7476878
493;-1507594.875;2644761;-5527434
493.5;8577.375;3127452;-14123487
494;660021.9375;1359576.5;-10045489
494.5;-94016.7265625;-1681216;3194360.25
495;-1266179.25;-3890012.5;13534415
495.5;-1454866.75;-3741350;12186303
496;-319004.4375;-1406003.5;1437383.875
496.5;1193656.625;1568100.75;-8972399
497;1834865.625;3449765;-11153326
497.5;1179494.875;3380535;-5106174
498;-59606.4375;1698452.5;2740665
498.5;-769887.5;-519401.4375;6319154
499;-495777.4375;-2179338;4947402.5
499.5;275018.125;-2628832;1888491.5
500;751436.9375;-1836894.25;-258792.9375
500.5;588713.6875;-333103.125;-1498946
501;53120.46875;1075672.25;-2708368.25
501.5;-368903.375;1750280.75;-3536360.25
502;-432666.625;1528377.25;-2639822.25
502.5;-269877.5625;698996.375;351798.46875
503;-180081.84375;-283240.5625;3788413
503.5;-342856.6875;-1050243;5231401
504;-673383.75;-1345478.75;3468395.75
504.5;-863908.8125;-1006562.875;-696724.1875
505;-602924.75;-96889.28125;-4968946
505.5;157673.53125;927063.75;-6698436
506;1093466.75;1379287.25;-4303938.5
506.5;1673700.25;835096.5;1494140.125
507;1508192.375;-415939.25;7457966.5
507.5;639566.125;-1466991;9356251
508;-480953.03125;-1464250;4998874
508.5;-1303029.5;-264764.1875;-3517459.5
509;-1479926.25;1469630.75;-10786890
509.5;-994012.5;2680740;-11705156
510;-143527.125;2456227;-4956213
510.5;602527.25;512929.25;5800205.5
511;861081.625;-2463998.5;13937263
511.5;553675.75;-4837970;14041134
512;-53011.5;-4720296;5307560
512.5;-514666.0625;-1345487.5;-7827571
513;-535618.75;3852976;-17620482
513.5;-210245;7622548;-17053382
514;87104;6909179;-4819645.5
514.5;123285.09375;1362445.5;12040561
515;82315.125;-5739062;21743520
515.5;295031.5;-9570430;16706425
516;742780.25;-7401939;172169.375
516.5;1019091.125;-596691.25;-16150911
517;780597.5;6508965;-21152414
517.5;112130.5;9565418;-12208887
518;-560081.25;6899566;3673338.75
518.5;-879206.0625;352443.75;15715359
519;-844199.75;-6110119;17145490
519.5;-654698.25;-8848890;8575226
520;-363557;-6491721;-4196379
520.5;149481.0625;-536852.9375;-14116668
521;824860.375;5494368;-15767753
521.5;1196104.5;7980441;-7572203.5
522;734076.1875;5429769;6350933.5
522.5;-477544.84375;-361710.5;16970528
523;-1607467.625;-5359732;15969104
523.5;-1806074.125;-6149474;2925133
524;-999279.6875;-2433970.5;-13044366
524.5;109936.125;2805514.5;-19786270
525;750544.625;5554088;-11795768
525.5;785205.3125;3774088.5;4880320
526;697514.5625;-1061538.75;17409108
526.5;885323.75;-5181795;16909724
527;1142197.25;-5516957;5044169
527.5;947788.75;-1903807.5;-8877187
528;132998.25;3070681.5;-15805773
528.5;-873198.25;6039559;-12638530
529;-1409131.25;5108021;-2685087.5
529.5;-1133053;1015416.25;7590514
530;-235134.5625;-3519343.5;12546172
530.5;766780.875;-5755332;10090431
531;1343538.75;-4672527;2410415.25
531.5;1165356.875;-1279164.5;-5541591.5
532;221841.40625;2389302.5;-9146099
532.5;-1116204.75;4577179;-6988052
533;-2165395.5;4597082;-1624838.5
533.5;-2236330.75;2789165;2618050.75
534;-1128635.125;22595.4375;3401174.75
534.5;583910.125;-2715079.5;2171721.25
535;1907227.75;-4455468;1823561.875
535.5;2204883;-4445692;2919790.75
536;1608975.375;-2538050.5;3162643.25
536.5;694259.3125;565446.375;498511.4375
537;-98231.75;3587340.5;-4176205.25
537.5;-690853.625;5248336;-7507552.5
538;-1156412.25;4785250;-6587580
538.5;-1386789.75;2233065;-1630787.375
539;-1081348.5;-1590079.25;4209931.5
539.5;-177825.3125;-5248050;7726301
540;832206.25;-6978514;7753575.5
540.5;1244388;-5441534;4641954
541;786233.5;-802386.25;-712530.9375
541.5;-148183.875;4838712;-6672922.5
542;-850436;8367344;-10576338
542.5;-894433.75;7478235;-9485953
543;-474310.75;2321276.5;-2260519.75
543.5;-103239.34375;-4194182.5;8004208
544;43220.5;-8114069;14403136
544.5;283162.5;-7224998;11491610
545;877101.75;-2524451;657621.375
545.5;1569673.5;2819505;-10558556
546;1734446.375;5783399;-14332005
546.5;933295.375;5281740;-8403618
547;-574865;2397182.5;2328418
547.5;-1888118.875;-825020.875;9897537
548;-2182877.5;-2855015;9783458
548.5;-1401231.75;-3249620.5;3743086
549;-205630.4375;-2338875.5;-2970939
549.5;651053.25;-761134.875;-6205361
550;874342.8125;775632.125;-5200836
550.5;666629.25;1660242;-1759138.125
551;352248.125;1614414.75;1867737.5
551.5;44795.2890625;903583;4163291.25
552;-310052.75;191698.28125;4269117
552.5;-661400.5625;-10164.03125;1917760.625
553;-744376.625;200040.8125;-2025557.625
553.5;-297657;227580;-5323132
554;592307.75;-396163.5;-5379809.5
554.5;1410442.5;-1430496.25;-1337080.125
555;1568262.125;-2000867;4517371
555.5;905335.75;-1381518.25;7934831
556;-166066.40625;271682.625;6018427
556.5;-989819.5625;1974855.5;-374679.875
557;-1153255.875;2656866;-7141730
557.5;-761387.125;1898838.5;-9663216
558;-301513.875;162911.5625;-5899050
558.5;-189176.890625;-1554980.25;1979176.875
559;-392906.8125;-2374143;8863148
559.5;-500264.5;-2005315.25;10178439
560;-149662.875;-789322.875;5020509
560.5;592612;590297.0625;-3252563.5
561;1239898.5;1466002.25;-9229713
561.5;1255262.375;1532642.25;-9058365
562;503203.84375;982529.875;-3089675
562.5;-576253.0625;318587.6875;4373333.5
563;-1241966.75;-53975.4375;8174436
563.5;-990420.875;-152026.90625;6034408
564;46412.46875;-336551.5625;98670.6484375
564.5;1155182.875;-886803;-4892465.5
565;1520806;-1572073.75;-5338381.5
565.5;806807.25;-1696008.75;-1496308.875
566;-573582.625;-679970.875;2951392.25
566.5;-1705351.375;1264270;4040719
567;-1806516.625;3024918.5;857543.9375
567.5;-803223.5;3260687;-3663377.5
568;581049.625;1419384.75;-5137562.5
568.5;1331190.25;-1666573.5;-1494365.625
569;931671.5;-4124091;4805954.5
569.5;-180157.5;-4240888;8299678.5
570;-965329.5;-1717220;5137101
570.5;-670375.125;2017430;-3191943.5
571;539263.4375;4668894;-10511108
571.5;1680830.25;4515093;-10508573
572;1721578;1566925.25;-1955884.75
572.5;489728.1875;-2325474;9321316
573;-1103762.5;-4655412;14409793
573.5;-1865453.75;-3969119;8758431
574;-1340060.5;-806136.875;-3820503
574.5;-92241.875;2719329;-14088587
575;826878.1875;4309911;-14290595
575.5;746931.0625;2981273.5;-4050817
576;-64998.14453125;-285928.0625;9026012
576.5;-703351.6875;-3256898.5;15294212
577;-530274.625;-3997678;10689015
577.5;265291.5;-2126250;-763375.4375
578;922225;1042539.625;-10725195
578.5;804945.625;3442924;-12727207
579;-52485.125;3631145.5;-6367652
579.5;-940181.875;1649464.25;3048701.5
580;-1041349.1875;-1122856;8917306
580.5;-118705.0625;-2993776.5;8138837.5
581;1242534.625;-3055794.5;2702009.5
581.5;2029731.75;-1616324.5;-2591481.25
582;1542689;289372.96875;-4201041.5
582.5;-60210.03125;1732313;-2402224.75
583;-1825609.625;2350341.5;-339832.09375
583.5;-2658176;2203715.5;-577902.25
584;-2080180.75;1420752.25;-2484933.5
584.5;-534753.625;78078.0625;-2898215
585;986232.5;-1595952.5;467268.5
585.5;1699341.25;-2991589.5;5999296
586;1540511.75;-3280371.5;8844820
586.5;969717.5;-2013433;5414720
587;369887.125;420541.9375;-2712681
587.5;-225971.5;2968069.5;-9845091
588;-890763.5;4481040;-10870550
588.5;-1452492.5;4207350;-5149572
589;-1452522.125;2033922.5;3254530.75
589.5;-538598;-1427219;8922634
590;1006675.75;-4883864;9206021
590.5;2227210.5;-6628466;5369639.5
591;2192312.75;-5282006;198736.109375
591.5;789791.5;-826978.75;-4444374.5
592;-1156012.125;4856218;-7650352.5
592.5;-2480578.75;8680960;-8424918
593;-2459070.25;8085236;-5675678
593.5;-1231512;2817874.5;489680
594;388357.75;-4487238;7617024
594.5;1538487.5;-9652302;11612136
595;1842639.25;-9580936;9448891
595.5;1461539.5;-4277899;1735523.625
596;798997.5;3211914.5;-7360219.5
596.5;198995;8733958;-12722860
597;-225207;9402884;-11228310
597.5;-576319.75;5106031;-3370099.75
598;-965451.1875;-1533546.5;6795008
598.5;-1257978.25;-6718766;13345552
599;-1100265;-7747036;11831772
599.5;-294043.5;-4567336;2700936.75
600;857694.5625;442779.25;-8226675
